4b70ad19213e88a35cf68c3547f18dc3bb6b27e4,1ea4a23f0e44d731a813666075a2a290c0071c94,src/com/xeiam/xcharts/AxisTick.java,src/com/xeiam/xcharts/AxisTick.java,https://github.com/knowm/XChart,XChart,155,155
6501cb859aeee8708978e3302571bf1cb148600e,d7be01649cdd6a65743a0e893bea03e480d06a2c,xchart/src/main/java/com/xeiam/xchart/style/theme/XChartTheme.java,xchart/src/main/java/com/xeiam/xchart/internal/style/XChartTheme.java,https://github.com/knowm/XChart,XChart,103,133
e89c2febda1912bd08e969ce76227f9a9aee315e,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/Axis.java,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/Axis.java,https://github.com/knowm/XChart,XChart,210,206
397d7869b1003d1a806e3c9e977b79750ff8b2cf,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTick.java,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTick.java,https://github.com/knowm/XChart,XChart,108,108
397d7869b1003d1a806e3c9e977b79750ff8b2cf,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTickLabels.java,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTickLabels.java,https://github.com/knowm/XChart,XChart,60,58
75abc405fbfddee931facd317fd5c4368de66245,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart-demo/src/main/java/com/xeiam/xchart/demo/XChartDemo.java,xchart-demo/src/main/java/com/xeiam/xchart/demo/XChartDemo.java,https://github.com/knowm/XChart,XChart,40,47
3240a66728be202558f456d84d72644c80f57604,e23791777e195c31ecdd90d440779b399d724531,xchart/src/main/java/com/xeiam/xchart/style/theme/XChartTheme.java,xchart/src/main/java/com/xeiam/xchart/internal/style/XChartTheme.java,https://github.com/knowm/XChart,XChart,180,193
3240a66728be202558f456d84d72644c80f57604,319c58f2615889f1d53c69bfe694d9cdf9f575f9,xchart/src/main/java/com/xeiam/xchart/style/theme/XChartTheme.java,xchart/src/main/java/com/xeiam/xchart/internal/style/XChartTheme.java,https://github.com/knowm/XChart,XChart,180,193
5453316b7f3c64051bcf6d617f35ef037091077e,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart09.java,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart03.java,https://github.com/knowm/XChart,XChart,73,73
5453316b7f3c64051bcf6d617f35ef037091077e,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart10.java,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart04.java,https://github.com/knowm/XChart,XChart,45,45
5453316b7f3c64051bcf6d617f35ef037091077e,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/style/StyleManager.java,xchart/src/main/java/com/xeiam/xchart/StyleManager.java,https://github.com/knowm/XChart,XChart,37,48
5453316b7f3c64051bcf6d617f35ef037091077e,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/Legend.java,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/Legend.java,https://github.com/knowm/XChart,XChart,114,124
5453316b7f3c64051bcf6d617f35ef037091077e,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/style/theme/GGPlot2Theme.java,xchart/src/main/java/com/xeiam/xchart/internal/style/GGPlot2Theme.java,https://github.com/knowm/XChart,XChart,124,130
5453316b7f3c64051bcf6d617f35ef037091077e,bc5dc3b9a09255f7e0b4b720e2d23cb156aed39a,xchart/src/main/java/com/xeiam/xchart/style/theme/XChartTheme.java,xchart/src/main/java/com/xeiam/xchart/internal/style/XChartTheme.java,https://github.com/knowm/XChart,XChart,125,131
c92fe4cea95b44bce75dde486654fa5843f125c2,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart09.java,xchart-demo/src/main/java/com/xeiam/xchart/demo/charts/line/LineChart03.java,https://github.com/knowm/XChart,XChart,85,86
c92fe4cea95b44bce75dde486654fa5843f125c2,88dab491b94bd7fdf5d50c6f2f43cdaffe62c877,xchart/src/main/java/com/xeiam/xchart/style/StyleManager.java,xchart/src/main/java/com/xeiam/xchart/StyleManager.java,https://github.com/knowm/XChart,XChart,100,141
c92fe4cea95b44bce75dde486654fa5843f125c2,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart/src/main/java/com/xeiam/xchart/style/StyleManager.java,xchart/src/main/java/com/xeiam/xchart/style/StyleManager.java,https://github.com/knowm/XChart,XChart,165,169
6a4571286cd12d919ce5e43b8649da7bbdabfac2,7afb5b609cb9e61a0fd3e46651a3be21c8330c4e,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTick.java,xchart/src/main/java/com/xeiam/xchart/internal/chartpart/AxisTick.java,https://github.com/knowm/XChart,XChart,89,95
